anio,iditem,monto_estandar,cantidad_estandar,unidad_estandar
2020,4475,6,260,LITROS
2020,4475,29,9,LITROS
2020,4475,6,200,LITROS
2020,4475,5,1940,LITROS
2020,4475,8,27,LITROS
2020,4475,6,200,LITROS
2020,4475,6,2550,LITROS
2020,4475,6,10880,LITROS
2020,4475,9,120,LITROS
2020,4475,31,42,LITROS
2020,4475,15,2502,LITROS
2020,4475,6,240,LITROS
2020,4475,6,240,LITROS
2020,4475,6,180,LITROS
2020,4475,6,180,LITROS
2020,4475,6,450,LITROS
2020,4475,6,450,LITROS
2020,4475,7,48,LITROS
2020,4475,6,220,LITROS
2020,4475,6,120,LITROS
2020,4475,6,120,LITROS
2020,4475,18,36,LITROS
2020,4475,18,36,LITROS
2020,4475,16,250,LITROS
2020,4475,38,120,LITROS
2020,4475,26,6,LITROS
2020,4475,11,36,LITROS
2020,4475,6,6700,LITROS
2020,4475,12,36,LITROS
2020,4475,6,1040,LITROS
2020,4475,6,200,LITROS
2020,4475,5,940,LITROS
2020,4475,5,1660,LITROS
2020,4475,7,290,LITROS
2020,4475,9,120,LITROS
2020,4475,19,2940,LITROS
2020,4475,7,144,LITROS
2020,4475,6,400,LITROS
2020,4475,5,3100,LITROS
2020,4475,7,54,LITROS
2020,4475,7,121.5,LITROS
2020,4475,5,5000,LITROS
2020,4475,5,15000,LITROS
2020,4475,7,90,LITROS
2020,4475,6,100,LITROS
2020,4475,17,18,LITROS
2020,4475,17,18,LITROS
2020,4475,146,30,LITROS
2020,4475,146,12,LITROS
2020,4475,6,460,LITROS
2020,4475,10,3000,LITROS
2020,4475,6,1440,LITROS
2020,4475,6,4000,LITROS
2020,4475,6,15200,LITROS
2020,4475,7,1440,LITROS
2020,4475,5,1340,LITROS
2020,4475,5,11000,LITROS
2020,4475,9,120,LITROS
2020,4475,6,6700,LITROS
2020,4475,6,100,LITROS
2020,4475,59,2.4000001,LITROS
2020,4475,6,100,LITROS
2020,4475,29,10.2,LITROS
2020,4475,14,180,LITROS
2020,4475,14,252,LITROS
2020,4475,26,10.2,LITROS
2020,4475,6,200,LITROS
2020,4475,14,540,LITROS
2020,4475,14,360,LITROS
2020,4475,7,90,LITROS
2020,4475,6,2060,LITROS
2020,4475,23,16,LITROS
2020,4475,14,360,LITROS
2020,4475,14,540,LITROS
2020,4475,4,4800,LITROS
2020,4475,6,16000,LITROS
2020,4475,6,10125,LITROS
2020,4475,6,11250,LITROS
2020,4475,6,3523.5,LITROS
2020,4475,6,200,LITROS
2020,4475,6,100,LITROS
2020,4475,5,44000,LITROS
2020,4475,7,96,LITROS
2020,4475,6,800,LITROS
2020,4475,6,480,LITROS
2020,4475,7,132,LITROS
2020,4475,19,6000,LITROS
2020,4475,13,4320,LITROS
2020,4475,13,6480,LITROS
2020,4475,14,36,LITROS
2020,4475,5,440,LITROS
2020,4475,4,4000,LITROS
2020,4475,8,144,LITROS
2020,4475,6,120,LITROS
2020,4475,9,120,LITROS
2020,4475,5,1140,LITROS
2020,4475,19,46,LITROS
2020,4475,19,18,LITROS
2020,4475,29,10.2,LITROS
2020,4475,28,3.5999999,LITROS
2020,4475,14,72,LITROS
2020,4475,14,144,LITROS
2020,4475,81,12,LITROS
2020,4475,81,24,LITROS
2020,4475,19,79,LITROS
2020,4475,4,4000,LITROS
2020,4475,15,540,LITROS
2020,4475,15,360,LITROS
2020,4475,9,200,LITROS
2020,4475,9,200,LITROS
2020,4475,6,600,LITROS
2020,4475,10,1350,LITROS
2020,4475,15,36,LITROS
2020,4475,7,290,LITROS
2020,4475,14,72,LITROS
2020,4475,14,144,LITROS
2020,4475,7,9000,LITROS
2020,4475,9,120,LITROS
2020,4475,7,60,LITROS
2020,4475,7,200,LITROS
2020,4475,6,200,LITROS
2020,4475,7,450,LITROS
2020,4475,7,450,LITROS
2020,4475,6,200,LITROS
2020,4475,7,240,LITROS
2020,4475,7,180,LITROS
2020,4475,7,120,LITROS
2020,4475,7,240,LITROS
2020,4475,7,180,LITROS
2020,4475,7,120,LITROS
2020,4475,15,144,LITROS
2020,4475,6,6,LITROS
2020,4475,6,972,LITROS
2020,4475,6,324,LITROS
2020,4475,22,3450,LITROS
2020,4475,7,200,LITROS
2020,4475,19,42,LITROS
2020,4475,15,90,LITROS
2021,4475,9,720,LITROS
2021,4475,8,1440,LITROS
2020,4475,28,4.8000002,LITROS
2020,4475,25,6,LITROS
2020,4475,9,360,LITROS
2020,4475,9,180,LITROS
2020,4475,9,120,LITROS
2020,4475,18,102,LITROS
2020,4475,10,40.5,LITROS
2020,4475,10,27,LITROS
2020,4475,28,43.200001,LITROS
2020,4475,6,3500,LITROS
2020,4475,9,432,LITROS
2020,4475,7,400,LITROS
2020,4475,9,54,LITROS
2020,4475,9,72,LITROS
2020,4475,9,162,LITROS
2020,4475,16,33.75,LITROS
2020,4475,5,1200,LITROS
2020,4475,7,810,LITROS
2020,4475,7,3750,LITROS
2020,4475,7,400,LITROS
2020,4475,8,60,LITROS
2020,4475,7,300,LITROS
2020,4475,9,180,LITROS
2020,4475,7,240,LITROS
2020,4475,3,180,LITROS
2020,4475,10,108,LITROS
2020,4475,3,4000,LITROS
2020,4475,5,4000,LITROS
2020,4475,21,12,LITROS
2020,4475,71,6,LITROS
2020,4475,7,768,LITROS
2020,4475,7,624,LITROS
2021,4475,6,7200,LITROS
2020,4475,7,400,LITROS
2020,4475,28,4.1999998,LITROS
2020,4475,7,580,LITROS
2020,4475,7,132,LITROS
2020,4475,18,66,LITROS
2020,4475,17,7.8000002,LITROS
2021,4475,5,11760,LITROS
2021,4475,7,5184,LITROS
2020,4475,18,51,LITROS
2020,4475,9,13.5,LITROS
2020,4475,18,6,LITROS
2020,4475,6,225,LITROS
2020,4475,5,400,LITROS
2020,4475,7,360,LITROS
2020,4475,18,48,LITROS
2020,4475,8,25,LITROS
2020,4475,3,180,LITROS
2020,4475,13,360,LITROS
2020,4475,13,540,LITROS
2020,4475,5,400,LITROS
2020,4475,8,60,LITROS
2020,4475,10,81,LITROS
2020,4475,9,1220,LITROS
2020,4475,5,300,LITROS
2021,4475,5,116000,LITROS
2020,4475,9,120,LITROS
2020,4475,9,165.60001,LITROS
2020,4475,9,14.4,LITROS
2020,4475,10,54,LITROS
2020,4475,28,21.6,LITROS
2020,4475,4,18000,LITROS
2020,4475,14,24,LITROS
2020,4475,21,390,LITROS
2020,4475,27,1200.96,LITROS
2021,4475,4,240000,LITROS
2020,4475,23,3000,LITROS
2020,4475,17,6000,LITROS
2020,4475,5,1120,LITROS
2020,4475,8,2160,LITROS
2020,4475,8,1440,LITROS
2020,4475,18,60,LITROS
2020,4475,11,22.5,LITROS
2020,4475,5,20160,LITROS
2020,4475,18,108,LITROS
2020,4475,6,140,LITROS
2020,4475,6,900,LITROS
2020,4475,7,156,LITROS
2020,4475,7,820,LITROS
2020,4475,6,156,LITROS
2020,4475,8,60,LITROS
2020,4475,8,1476,LITROS
2020,4475,8,1332,LITROS
2021,4475,5,1340,LITROS
2020,4475,15,18,LITROS
2020,4475,9,120,LITROS
2020,4475,10,67.5,LITROS
2020,4475,28,36,LITROS
2020,4475,3,96,LITROS
2020,4475,7,140,LITROS
2020,4475,7,540,LITROS
2020,4475,7,144,LITROS
2020,4475,46,480,LITROS
2020,4475,7,400,LITROS
2020,4475,6,1080,LITROS
2020,4475,18,54,LITROS
2020,4475,28,72,LITROS
2021,4475,6,700,LITROS
2020,4475,5,1540,LITROS
2020,4475,24,6,LITROS
2020,4475,5,3000,LITROS
2021,4475,4,40000,LITROS
2020,4475,18,120,LITROS
2021,4475,4,40000,LITROS
2021,4475,6,972,LITROS
2021,4475,6,324,LITROS
2021,4475,8,336,LITROS
2021,4475,5,4000,LITROS
2021,4475,9,4000,LITROS
2021,4475,10,120,LITROS
2021,4475,8,20,LITROS
2021,4475,6,440,LITROS
2021,4475,6,300,LITROS
2021,4475,6,700,LITROS
2021,4475,21,84,LITROS
2021,4475,23,18,LITROS
2021,4475,7,108,LITROS
2021,4475,6,180,LITROS
2021,4475,6,300,LITROS
2021,4475,5,32000,LITROS
2021,4475,17,540,LITROS
2021,4475,21,60,LITROS
2021,4475,5,10000,LITROS
2021,4475,8,1500,LITROS
2021,4475,9,495,LITROS
2021,4475,8,240,LITROS
2021,4475,18,102,LITROS
2021,4475,19,3000,LITROS
2021,4475,5,16000,LITROS
2021,4475,21,66,LITROS
2021,4475,16,3000,LITROS
2021,4475,4,216,LITROS
2021,4475,5,10000,LITROS
2021,4475,5,4500,LITROS
2021,4475,18,192,LITROS
2021,4475,21,66,LITROS
2021,4475,6,240,LITROS
2021,4475,9,6,LITROS
2021,4475,7,273600,LITROS
2021,4475,12,10800,LITROS
2021,4475,8,60,LITROS
2021,4475,9,174,LITROS
2021,4475,6,60,LITROS
2021,4475,6,6000,LITROS
2021,4475,7,336,LITROS
2021,4475,5,60000,LITROS
2021,4475,9,4000,LITROS
2021,4475,5,1800,LITROS
2021,4475,9,2500,LITROS
2021,4475,7,540,LITROS
2021,4475,22,54,LITROS
2021,4475,10,120,LITROS
2021,4475,5,4800,LITROS
2021,4475,13,2700,LITROS
2021,4475,6,240,LITROS
2021,4475,7,1748.25,LITROS
2021,4475,8,60,LITROS
2021,4475,7,1040,LITROS
2021,4475,70,6,LITROS
2021,4475,10,27,LITROS
2021,4475,10,81,LITROS
2021,4475,6,240,LITROS
2021,4475,4,4000,LITROS
2021,4475,4,216,LITROS
2021,4475,18,144,LITROS
2021,4475,5,8000,LITROS
2021,4475,7,30,LITROS
2021,4475,5,2400,LITROS
2021,4475,5,24000,LITROS
2021,4475,22,120,LITROS
2021,4475,7,10980,LITROS
2021,4475,5,57780,LITROS
2021,4475,13,2700,LITROS
2021,4475,22,168,LITROS
2021,4475,7,72,LITROS
2021,4475,6,460,LITROS
2021,4475,6,2200,LITROS
2021,4475,7,24,LITROS
2021,4475,6,240,LITROS
2021,4475,30,39.599998,LITROS
2021,4475,7,1800,LITROS
2021,4475,15,3600,LITROS
2021,4475,8,60,LITROS
2021,4475,6,225,LITROS
2021,4475,6,180,LITROS
2021,4475,7,24,LITROS
2021,4475,6,140,LITROS
2021,4475,15,3600,LITROS
2021,4475,4,243,LITROS
2021,4475,5,8000,LITROS
2021,4475,4,1800,LITROS
2021,4475,19,144,LITROS
2021,4475,14,12,LITROS
2021,4475,19,42,LITROS
2021,4475,5,246,LITROS
2021,4475,4,4000,LITROS
2021,4475,10,120,LITROS
2021,4475,17,4356,LITROS
2021,4475,47,6,LITROS
2021,4475,8,50,LITROS
2021,4475,4,3700,LITROS
2021,4475,15,4000,LITROS
2021,4475,7,72,LITROS
2021,4475,6,420,LITROS
2021,4475,11,36,LITROS
2021,4475,5,200,LITROS
2021,4475,23,180,LITROS
2021,4475,19,180,LITROS
2021,4475,11,14400,LITROS
2021,4475,19,120,LITROS
2021,4475,12,81,LITROS
2021,4475,9,36,LITROS
2021,4475,10,120,LITROS
2021,4475,5,36,LITROS
2021,4475,5,3280,LITROS
2021,4475,6,24,LITROS
2021,4475,6,120,LITROS
2021,4475,28,36,LITROS
2021,4475,18,28.799999,LITROS
2021,4475,4,4000,LITROS
2021,4475,6,740,LITROS
2021,4475,7,1248,LITROS
2021,4475,12,3600,LITROS
2021,4475,12,3600,LITROS
2021,4475,8,100,LITROS
2021,4475,19,102,LITROS
2021,4475,14,36,LITROS
2021,4475,19,96,LITROS
2021,4475,10,120,LITROS
2021,4475,28,36,LITROS
2021,4475,6,240,LITROS
2021,4475,9,81,LITROS
2021,4475,7,648,LITROS
2021,4475,7,864,LITROS
2021,4475,3,400,LITROS
2021,4475,7,360,LITROS
2021,4475,7,648,LITROS
2021,4475,3,120,LITROS
2021,4475,7,180,LITROS
2021,4475,7,720,LITROS
2021,4475,7,720,LITROS
2021,4475,7,972,LITROS
2021,4475,3,260,LITROS
2021,4475,28,36,LITROS
2021,4475,25,28.799999,LITROS
2021,4475,11,3600,LITROS
2021,4475,11,3600,LITROS
2021,4475,8,60,LITROS
2021,4475,24,72,LITROS
2021,4475,5,8000,LITROS
2021,4475,13,1002,LITROS
2021,4475,12,18,LITROS
2021,4475,9,135,LITROS
2021,4475,30,7.1999998,LITROS
2021,4475,8,30,LITROS
2021,4475,19,174,LITROS
2021,4475,11,120,LITROS
2021,4475,19,72,LITROS
2021,4475,5,11600,LITROS
2021,4475,4,15000,LITROS
2021,4475,4,4000,LITROS
2021,4475,6,175.5,LITROS
2021,4475,6,48,LITROS
2021,4475,24,72,LITROS
2021,4475,29,3.5999999,LITROS
2021,4475,6,780,LITROS
2021,4475,8,45000,LITROS
2021,4475,19,108,LITROS
2021,4475,6,340,LITROS
2021,4475,9,101.25,LITROS
2021,4475,9,135,LITROS
2021,4475,7,150,LITROS
2021,4475,11,3000,LITROS
2021,4475,11,3000,LITROS
2021,4475,21,842.40002,LITROS
2021,4475,21,1044,LITROS
2021,4475,5,5940,LITROS
2021,4475,11,120,LITROS
2021,4475,19,132,LITROS
2021,4475,9,13.5,LITROS
2021,4475,6,297,LITROS
2021,4475,6,78,LITROS
2021,4475,5,3700,LITROS
2021,4475,6,2000,LITROS
2021,4475,31,3,LITROS
2021,4475,7,15,LITROS
2021,4475,6,12000,LITROS
2021,4475,5,15000,LITROS
2021,4475,5,820,LITROS
2021,4475,145,6,LITROS
2021,4475,19,108,LITROS
2021,4475,27,36,LITROS
2021,4475,5,38400,LITROS
2021,4475,18,57.599998,LITROS
2021,4475,19,60,LITROS
2021,4475,142,20,LITROS
2021,4475,5,216,LITROS
2021,4475,5,96,LITROS
2021,4475,5,81,LITROS
2021,4475,4,460,LITROS
2021,4475,4,240,LITROS
2021,4475,19,132,LITROS
2021,4475,4,160,LITROS
2021,4475,4,1540,LITROS
2021,4475,11,120,LITROS
2021,4475,9,1008,LITROS
2021,4475,9,1368,LITROS
2021,4475,9,1368,LITROS
2021,4475,9,900,LITROS
2021,4475,7,2000,LITROS
2021,4475,5,1200,LITROS
2021,4475,11,10800,LITROS
2021,4475,22,60,LITROS
2021,4475,4,1800,LITROS
2021,4475,5,6000,LITROS
2021,4475,6,1660.5,LITROS
2021,4475,15,61.200001,LITROS
2021,4475,15,126,LITROS
2021,4475,6,560,LITROS
2021,4475,7,72,LITROS
2021,4475,19,138,LITROS
2021,4475,36,24,LITROS
2021,4475,7,20,LITROS
2021,4475,5,100,LITROS
2021,4475,19,162,LITROS
2021,4475,7,3096,LITROS
2021,4475,7,1764,LITROS
2021,4475,7,108,LITROS
2021,4475,19,27,LITROS
2021,4475,8,108,LITROS
2021,4475,31,3,LITROS
2021,4475,5,1540,LITROS
2021,4475,5,420,LITROS
2021,4475,34,6,LITROS
2021,4475,5,256.5,LITROS
2021,4475,6,96,LITROS
2021,4475,5,81,LITROS
2021,4475,26,66,LITROS
2021,4475,5,116000,LITROS
2021,4475,4,600,LITROS
2021,4475,5,1000,LITROS
2021,4475,4,660,LITROS
2021,4475,7,156,LITROS
2021,4475,6,560,LITROS
2021,4475,7,2000,LITROS
2021,4475,4,1280,LITROS
2021,4475,4,340,LITROS
2021,4475,6,2000,LITROS
2021,4475,19,150,LITROS
2021,4475,6,200,LITROS
2021,4475,5,20160,LITROS
2021,4475,8,324,LITROS
2021,4475,11,120,LITROS
2021,4475,4,600,LITROS
2021,4475,71,30,LITROS
2021,4475,7,1008,LITROS
2021,4475,7,1620,LITROS
2021,4475,6,100,LITROS
2021,4475,6,80,LITROS
2021,4475,19,120,LITROS
2021,4475,5,2200,LITROS
2021,4475,4,60000,LITROS
2021,4475,4,2000,LITROS
2021,4475,5,108,LITROS
2021,4475,5,132,LITROS
2021,4475,5,288,LITROS
2021,4475,6,1000,LITROS
2021,4475,7,144,LITROS
2021,4475,36,36,LITROS
2021,4475,25,66,LITROS
2021,4475,14,240,LITROS
2021,4475,17,1120,LITROS
2021,4475,34,15,LITROS
2021,4475,34,15,LITROS
2021,4475,8,60,LITROS
2021,4475,8,67.5,LITROS
2021,4475,5,44000,LITROS
2021,4475,34,60,LITROS
2021,4475,9,600,LITROS
2021,4475,17,1800,LITROS
2021,4475,93,80,LITROS
2021,4475,19,114,LITROS
2021,4475,28,54,LITROS
2021,4475,6,940,LITROS
2021,4475,8,324,LITROS
2021,4475,6,108,LITROS
2021,4475,5,72,LITROS
2021,4475,6,216,LITROS
2021,4475,21,1440,LITROS
2021,4475,6,60,LITROS
2021,4475,8,276,LITROS
2021,4475,12,72,LITROS
2021,4475,6,200,LITROS
2021,4475,21,50,LITROS
2021,4475,11,120,LITROS
2021,4475,6,2000,LITROS
2021,4475,5,1280,LITROS
2021,4475,19,120,LITROS
2021,4475,13,4320,LITROS
2021,4475,13,6480,LITROS
2021,4475,6,8235,LITROS
2021,4475,7,1368,LITROS
2021,4475,7,2052,LITROS
2021,4475,18,36,LITROS
2021,4475,6,720,LITROS
2021,4475,5,1300,LITROS
2021,4475,27,14.4,LITROS
2021,4475,10,180,LITROS
2021,4475,8,33.75,LITROS
2021,4475,19,600,LITROS
2021,4475,6,60,LITROS
2021,4475,6,400,LITROS
2021,4475,8,60,LITROS
2021,4475,8,67.5,LITROS
2021,4475,8,54,LITROS
2021,4475,11,6000,LITROS
2021,4475,93,70,LITROS
2021,4475,19,84,LITROS
2021,4475,37,12.5,LITROS
2021,4475,9,120,LITROS
2021,4475,6,380,LITROS
2021,4475,7,72,LITROS
2021,4475,8,85,LITROS
2021,4475,19,600,LITROS
2021,4475,4,1800,LITROS
2021,4475,18,750,LITROS
2020,4475,6,7200,LITROS
2017,4475,130,18,LITROS
2017,4475,130,24,LITROS
2017,4475,65,60,LITROS
2017,4475,65,45,LITROS
2018,4475,27,60,LITROS
2018,4475,27,24,LITROS
2019,4475,4,2250,LITROS
2019,4475,4,2880,LITROS
2019,4475,4,1530,LITROS
2019,4475,4,1710,LITROS
2019,4475,4,2160,LITROS
2019,4475,4,2700,LITROS
2019,4475,4,1440,LITROS
2019,4475,4,2160,LITROS
2019,4475,4,1530,LITROS
2019,4475,4,2070,LITROS
2019,4475,5,3140,LITROS
2019,4475,5,1500,LITROS
2019,4475,5,220,LITROS
2019,4475,5,3280,LITROS
2019,4475,5,8280,LITROS
2019,4475,5,9700,LITROS
2019,4475,4,900,LITROS
2019,4475,4,1260,LITROS
2019,4475,4,4200,LITROS
2019,4475,5,20000,LITROS
2019,4475,5,40000,LITROS
2019,4475,5,80000,LITROS
2020,4475,4,40000,LITROS
2020,4475,4,80000,LITROS
2020,4475,4,4200,LITROS
2020,4475,5,20000,LITROS
2020,4475,4,120000,LITROS
2020,4475,5,7000,LITROS
2020,4475,5,4200,LITROS
2020,4475,6,8300,LITROS
2020,4475,6,3300,LITROS
2020,4475,7,3000,LITROS
2020,4475,7,8300,LITROS
2020,4475,7,1200,LITROS
2020,4475,5,1200,LITROS
2020,4475,6,4100,LITROS
2020,4475,5,10000,LITROS
2020,4475,5,125000,LITROS
2020,4475,5,50000,LITROS
2020,4475,5,10000,LITROS
2020,4475,5,5800,LITROS
2020,4475,6,11700,LITROS
2020,4475,6,4700,LITROS
2020,4475,7,4000,LITROS
2020,4475,7,11700,LITROS
2020,4475,7,1800,LITROS
2020,4475,5,1800,LITROS
2020,4475,6,5900,LITROS
2020,4475,5,14000,LITROS
2020,4475,5,175000,LITROS
2020,4475,5,70000,LITROS
2020,4475,5,3300,LITROS
2020,4475,5,4700,LITROS
2020,4475,7,108,LITROS
2020,4475,69,324,LITROS
2020,4475,69,484,LITROS
2020,4475,79,12,LITROS
2020,4475,69,160,LITROS
2020,4475,69,300,LITROS
2020,4475,5,27360,LITROS
2020,4475,5,18520,LITROS
2020,4475,5,19820,LITROS
2020,4475,5,19600,LITROS
2020,4475,32,24,LITROS
2020,4475,5,19740,LITROS
2020,4475,11,168,LITROS
2020,4475,11,84,LITROS
2021,4475,5,15040,LITROS
2021,4475,23,600,LITROS
2021,4475,5,13340,LITROS
2021,4475,5,15920,LITROS
2021,4475,5,20000,LITROS
2021,4475,5,13040,LITROS
2021,4475,31,48,LITROS
2021,4475,4,4800,LITROS
2021,4475,65,130,LITROS
2021,4475,65,65,LITROS
2021,4475,65,655,LITROS
2021,4475,65,1205,LITROS
2021,4475,65,151,LITROS
2021,4475,65,245,LITROS
2021,4475,5,20000,LITROS
2021,4475,64,360,LITROS
2021,4475,64,140,LITROS
2021,4475,63,200,LITROS
2021,4475,63,230,LITROS
2021,4475,11,1616,LITROS
2021,4475,11,808,LITROS
2021,4475,63,220,LITROS
2021,4475,63,320,LITROS
2021,4475,10,21000,LITROS
2021,4475,5,8300,LITROS
2021,4475,5,10040,LITROS
2021,4475,5,8300,LITROS
2021,4475,5,10040,LITROS
2021,4475,4,4800,LITROS
